Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
chronic cholestasis,yellowing_of_eyes,itching,loss_of_appetite,,,,,,,,,,,,,,
hypoglycemia,vomiting,headache,slurred_speech,,,,,,,,,,,,,,
jaundice,high_fever,fatigue,vomiting,yellowish_skin,dark_urine,weight_loss,abdominal_pain,,,,,,,,,,
common cold,muscle_pain,runny_nose,swelled_lymph_nodes,chills,phlegm,cough,throat_irritation,chest_pain,redness_of_eyes,malaise,,,,,,,
pneumonia,malaise,high_fever,sweating,,,,,,,,,,,,,,
migraine,indigestion,stiff_neck,acidity,visual_disturbances,excessive_hunger,,,,,,,,,,,,
arthritis,movement_stiffness,muscle_weakness,swelling_joints,,,,,,,,,,,,,,
allergy,continuous_sneezing,watering_from_eyes,chills,,,,,,,,,,,,,,
psoriasis,inflammatory_nails,small_dents_in_nails,joint_pain,skin_rash,,,,,,,,,,,,,
osteoarthristis,painful_walking,hip_joint_pain,knee_pain,,,,,,,,,,,,,,
chronic cholestasis,itching,vomiting,yellowing_of_eyes,nausea,yellowish_skin,,,,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,red_sore_around_nose,blister,high_fever,,,,,,,,,,,,
tuberculosis,swelled_lymph_nodes,mild_fever,weight_loss,sweating,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,
hepatitis b,yellow_urine,receiving_unsterile_injections,malaise,fatigue,yellowish_skin,itching,dark_urine,abdominal_pain,receiving_blood_transfusion,loss_of_appetite,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,obesity,,,,,,,,,,,,,
diabetes,fatigue,polyuria,restlessness,irregular_sugar_level,lethargy,blurred_and_distorted_vision,increased_appetite,,,,,,,,,,
hypothyroidism,brittle_nails,irritability,lethargy,abnormal_menstruation,cold_hands_and_feets,puffy_face_and_eyes,depression,fatigue,enlarged_thyroid,,,,,,,,
common cold,headache,phlegm,high_fever,swelled_lymph_nodes,congestion,chest_pain,continuous_sneezing,loss_of_smell,fatigue,,,,,,,,
hypothyroidism,lethargy,brittle_nails,depression,swollen_extremeties,abnormal_menstruation,puffy_face_and_eyes,irritability,mood_swings,acute_liver_failure,,,,,,,,
jaundice,abdominal_pain,vomiting,high_fever,weight_loss,fatigue,,,,,,,,,,,,
hepatitis d,yellowing_of_eyes,dark_urine,fatigue,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,
heart attack,breathlessness,sweating,chest_pain,diarrhoea,,,,,,,,,,,,,
psoriasis,inflammatory_nails,skin_rash,silver_like_dusting,skin_peeling,,,,,,,,,,,,,
bronchial asthma,high_fever,cough,family_history,,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,family_history,nausea,,,,,,,,,,,,,,
hypoglycemia,nausea,excessive_hunger,vomiting,,,,,,,,,,,,,,
hypothyroidism,dizziness,enlarged_thyroid,brittle_nails,abnormal_menstruation,mood_swings,fatigue,weight_gain,puffy_face_and_eyes,,,,,,,,,
typhoid,headache,high_fever,fatigue,vomiting,chills,nausea,belly_pain,toxic_look_(typhos),diarrhoea,,,,,,,,
jaundice,high_fever,weight_loss,itching,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,sweating,irritability,,,,,,,,,,,,,,
tuberculosis,swelled_lymph_nodes,breathlessness,fatigue,chills,high_fever,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,high_fever,,,,,,,,,,,,,
hepatitis c,family_history,fatigue,yellowish_skin,nausea,loss_of_appetite,,,,,,,,,,,,
common cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,
arthritis,painful_walking,movement_stiffness,stiff_neck,muscle_weakness,swelling_joints,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,spinning_movements,nausea,unsteadiness,,,,,,,,,,,,,
hepatitis a,yellowing_of_eyes,mild_fever,diarrhoea,nausea,yellowish_skin,vomiting,dark_urine,,,,,,,,,,
gerd,ulcers_on_tongue,acidity,cough,,,,,,,,,,,,,,
hepatitis e,loss_of_appetite,acute_liver_failure,stomach_bleeding,coma,fatigue,dark_urine,abdominal_pain,yellowing_of_eyes,vomiting,,,,,,,,
pneumonia,chills,cough,chest_pain,breathlessness,sweating,malaise,rusty_sputum,,,,,,,,,,
pneumonia,cough,rusty_sputum,fatigue,fast_heart_rate,sweating,,,,,,,,,,,,
impetigo,high_fever,yellow_crust_ooze,skin_rash,blister,,,,,,,,,,,,,
malaria,nausea,headache,muscle_pain,chills,,,,,,,,,,,,,
hypoglycemia,slurred_speech,irritability,headache,blurred_and_distorted_vision,palpitations,,,,,,,,,,,,
hepatitis b,itching,dark_urine,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,,
psoriasis,skin_peeling,joint_pain,skin_rash,,,,,,,,,,,,,,
varicose veins,bruising,obesity,swollen_blood_vessels,fatigue,cramps,swollen_legs,,,,,,,,,,,
jaundice,abdominal_pain,dark_urine,itching,,,,,,,,,,,,,,
migraine,acidity,excessive_hunger,indigestion,depression,stiff_neck,irritability,visual_disturbances,redness_of_eyes,,,,,,,,,
dimorphic hemmorhoids(piles),irritation_in_anus,constipation,pain_in_anal_region,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,
bronchial asthma,family_history,high_fever,cough,fatigue,,,,,,,,,,,,,
hypertension,loss_of_balance,chest_pain,lack_of_concentration,dizziness,headache,,,,,,,,,,,,
hepatitis d,abdominal_pain,loss_of_appetite,joint_pain,,,,,,,,,,,,,,
hepatitis d,dark_urine,nausea,vomiting,loss_of_appetite,abdominal_pain,joint_pain,fatigue,yellowing_of_eyes,,,,,,,,,
hyperthyroidism,mood_swings,abnormal_menstruation,sweating,muscle_weakness,irritability,weight_loss,,,,,,,,,,,
hepatitis b,loss_of_appetite,dark_urine,lethargy,weakness_in_limbs,,,,,,,,,,,,,
hepatitis a,joint_pain,mild_fever,abdominal_pain,yellowing_of_eyes,yellowish_skin,vomiting,nausea,dark_urine,,,,,,,,,
typhoid,diarrhoea,headache,high_fever,toxic_look_(typhos),fatigue,constipation,belly_pain,nausea,vomiting,abdominal_pain,,,,,,,
psoriasis,skin_peeling,small_dents_in_nails,silver_like_dusting,skin_rash,,,,,,,,,,,,,
hepatitis d,dark_urine,yellowing_of_eyes,fatigue,vomiting,nausea,abdominal_pain,loss_of_appetite,joint_pain,,,,,,,,,
acne,blackheads,scurring,skin_rash,loss_of_balance,,,,,,,,,,,,,
dengue,loss_of_appetite,nausea,malaise,back_pain,red_spots_over_body,vomiting,,,,,,,,,,,
migraine,visual_disturbances,headache,depression,acidity,indigestion,irritability,excessive_hunger,,,,,,,,,,
psoriasis,joint_pain,small_dents_in_nails,inflammatory_nails,skin_peeling,silver_like_dusting,swollen_extremeties,,,,,,,,,,,
peptic ulcer diseae,internal_itching,abdominal_pain,loss_of_appetite,vomiting,passage_of_gases,indigestion,,,,,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,restlessness,lethargy,obesity,increased_appetite,polyuria,muscle_wasting,,,,,,,,
dengue,high_fever,skin_rash,loss_of_appetite,back_pain,joint_pain,nausea,,,,,,,,,,,
hepatitis b,itching,receiving_unsterile_injections,lethargy,abdominal_pain,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,,,,,,,,,
pneumonia,fast_heart_rate,malaise,breathlessness,phlegm,sweating,fatigue,cough,,,,,,,,,,
pneumonia,cough,high_fever,chest_pain,breathlessness,malaise,fatigue,,,,,,,,,,,
pneumonia,phlegm,cough,malaise,,,,,,,,,,,,,,
psoriasis,inflammatory_nails,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,,,,,,,,,,,,
hepatitis e,yellowish_skin,joint_pain,coma,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,
cervical spondylosis,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,,,
bronchial asthma,breathlessness,mucoid_sputum,family_history,cough,fatigue,high_fever,,,,,,,,,,,
migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,
osteoarthristis,swelling_joints,neck_pain,painful_walking,joint_pain,knee_pain,,,,,,,,,,,,
allergy,watering_from_eyes,continuous_sneezing,chills,cramps,,,,,,,,,,,,,
malaria,headache,diarrhoea,chills,sweating,,,,,,,,,,,,,
migraine,indigestion,excessive_hunger,stiff_neck,irritability,visual_disturbances,headache,acidity,blurred_and_distorted_vision,depression,,,,,,,,
common cold,cough,throat_irritation,muscle_pain,malaise,sinus_pressure,chest_pain,runny_nose,loss_of_smell,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,passage_of_gases,indigestion,abdominal_pain,internal_itching,vomiting,,,,,,,,,,,
tuberculosis,weight_loss,vomiting,yellowing_of_eyes,sweating,cough,chest_pain,chills,phlegm,malaise,blood_in_sputum,,,,,,,
urinary tract infection,bladder_discomfort,continuous_feel_of_urine,foul_smell_of urine,,,,,,,,,,,,,,
dengue,nausea,back_pain,joint_pain,red_spots_over_body,pain_behind_the_eyes,vomiting,chills,loss_of_appetite,high_fever,,,,,,,,
gerd,vomiting,cough,ulcers_on_tongue,stomach_pain,chest_pain,acidity,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,spinning_movements,loss_of_balance,vomiting,headache,,,,,,,,,,,,
hepatitis b,loss_of_appetite,dark_urine,receiving_blood_transfusion,lethargy,yellow_urine,,,,,,,,,,,,
hepatitis d,yellowish_skin,dark_urine,vomiting,loss_of_appetite,fatigue,yellowing_of_eyes,abdominal_pain,nausea,joint_pain,,,,,,,,
tuberculosis,fatigue,weight_loss,cough,loss_of_appetite,swelled_lymph_nodes,sweating,mild_fever,,,,,,,,,,
paralysis (brain hemorrhage),weakness_of_one_body_side,altered_sensorium,vomiting,burning_micturition,,,,,,,,,,,,,
gerd,cough,vomiting,ulcers_on_tongue,chest_pain,,,,,,,,,,,,,
chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,,,,,,,,,,
hypertension,chest_pain,loss_of_balance,dizziness,,,,,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,restlessness,fast_heart_rate,diarrhoea,muscle_weakness,fatigue,excessive_hunger,,,,,,,,,,
hepatitis d,loss_of_appetite,vomiting,nausea,abdominal_pain,yellowing_of_eyes,fatigue,,,,,,,,,,,
common cold,redness_of_eyes,chills,cough,high_fever,phlegm,muscle_pain,malaise,runny_nose,,,,,,,,,
jaundice,abdominal_pain,fatigue,dark_urine,,,,,,,,,,,,,,
bronchial asthma,breathlessness,high_fever,family_history,,,,,,,,,,,,,,
jaundice,dark_urine,abdominal_pain,vomiting,itching,yellowish_skin,weight_loss,fatigue,,,,,,,,,,
drug reaction,itching, skin_rash, burning_micturition, spotting_ urination,,,,,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,passage_of_gases,indigestion,,,,,,,,,,,,,,
osteoarthristis,hip_joint_pain,painful_walking,joint_pain,,,,,,,,,,,,,,
diabetes,obesity,polyuria,restlessness,fatigue,irregular_sugar_level,lethargy,,,,,,,,,,,
common cold,sinus_pressure,headache,chills,,,,,,,,,,,,,,
arthritis,movement_stiffness,stiff_neck,muscle_weakness,swelling_joints,blood_in_sputum,,,,,,,,,,,,
migraine,depression,blurred_and_distorted_vision,irritability,indigestion,excessive_hunger,stiff_neck,acidity,visual_disturbances,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,
drug reaction,stomach_pain,skin_rash,itching,,,,,,,,,,,,,,
hypothyroidism,abnormal_menstruation,brittle_nails,dizziness,fatigue,swollen_extremeties,,,,,,,,,,,,
gastroenteritis,diarrhoea,vomiting,dehydration,,,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,yellowing_of_eyes,yellowish_skin,dark_urine,yellow_urine,lethargy,malaise,loss_of_appetite,,,,,,,,,
psoriasis,small_dents_in_nails,skin_peeling,skin_rash,silver_like_dusting,joint_pain,,,,,,,,,,,,
migraine,blurred_and_distorted_vision,indigestion,stiff_neck,excessive_hunger,visual_disturbances,headache,irritability,acidity,,,,,,,,,
alcoholic hepatitis,vomiting,abdominal_pain,distention_of_abdomen,fluid_overload,yellowish_skin,swelling_of_stomach,,,,,,,,,,,
arthritis,movement_stiffness,stiff_neck,painful_walking,swelling_joints,,,,,,,,,,,,,
varicose veins,prominent_veins_on_calf,swollen_legs,bruising,cramps,fatigue,obesity,swollen_blood_vessels,,,,,,,,,,
gastroenteritis,dehydration,diarrhoea,vomiting,,,,,,,,,,,,,,
chronic cholestasis,yellowish_skin,yellowing_of_eyes,loss_of_appetite,vomiting,nausea,abdominal_pain,,,,,,,,,,,
hypothyroidism,mood_swings,fatigue,lethargy,,,,,,,,,,,,,,
gerd,vomiting,stomach_pain,cough,acidity,ulcers_on_tongue,,,,,,,,,,,,
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,
hepatitis b,itching,receiving_unsterile_injections,yellow_urine,loss_of_appetite,malaise,dark_urine,fatigue,lethargy,receiving_blood_transfusion,,,,,,,,
hypoglycemia,slurred_speech,nausea,sweating,excessive_hunger,,,,,,,,,,,,,
peptic ulcer diseae,indigestion,vomiting,internal_itching,abdominal_pain,,,,,,,,,,,,,
hypoglycemia,vomiting,irritability,blurred_and_distorted_vision,sweating,,,,,,,,,,,,,
typhoid,fatigue,vomiting,headache,,,,,,,,,,,,,,
heart attack,sweating,chest_pain,breathlessness,,,,,,,,,,,,,,
drug reaction,itching,stomach_pain,burning_micturition,skin_rash,spotting_ urination,,,,,,,,,,,,
drug reaction,burning_micturition,stomach_pain,skin_rash,spotting_ urination,,,,,,,,,,,,,
hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,
bronchial asthma,family_history,mucoid_sputum,breathlessness,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness,,,,,,,,,,,,
migraine,stiff_neck,irritability,visual_disturbances,,,,,,,,,,,,,,
hepatitis e,stomach_bleeding,nausea,yellowing_of_eyes,vomiting,toxic_look_(typhos),,,,,,,,,,,,
osteoarthristis,painful_walking,joint_pain,swelling_joints,neck_pain,knee_pain,hip_joint_pain,,,,,,,,,,,
common cold,chills,high_fever,chest_pain,distention_of_abdomen,,,,,,,,,,,,,
arthritis,stiff_neck,swelling_joints,muscle_weakness,movement_stiffness,,,,,,,,,,,,,
drug reaction,spotting_ urination,burning_micturition,itching,stomach_pain,,,,,,,,,,,,,
tuberculosis,blood_in_sputum,breathlessness,swelled_lymph_nodes,weight_loss,,,,,,,,,,,,,
fungal infection,dischromic _patches,itching,nodal_skin_eruptions,skin_rash,,,,,,,,,,,,,
drug reaction,stomach_pain,itching,burning_micturition,spotting_ urination,skin_rash,continuous_sneezing,,,,,,,,,,,
hypoglycemia,drying_and_tingling_lips,sweating,vomiting,excessive_hunger,fatigue,anxiety,slurred_speech,headache,irritability,,,,,,,,
diabetes,increased_appetite,fatigue,lethargy,blurred_and_distorted_vision,irregular_sugar_level,weight_loss,,,,,,,,,,,
gerd,vomiting,stomach_pain,ulcers_on_tongue,acidity,cough,,,,,,,,,,,,
diabetes,weight_loss,increased_appetite,polyuria,irregular_sugar_level,lethargy,fatigue,obesity,restlessness,excessive_hunger,,,,,,,,
hypoglycemia,sweating,vomiting,headache,drying_and_tingling_lips,excessive_hunger,slurred_speech,anxiety,fatigue,palpitations,nausea,family_history,,,,,,
bronchial asthma,breathlessness,family_history,cough,mucoid_sputum,fatigue,,,,,,,,,,,,
chronic cholestasis,itching,yellowing_of_eyes,yellowish_skin,vomiting,,,,,,,,,,,,,
typhoid,fatigue,constipation,vomiting,nausea,chills,abdominal_pain,belly_pain,toxic_look_(typhos),,,,,,,,,
migraine,depression,stiff_neck,headache,visual_disturbances,indigestion,irritability,,,,,,,,,,,
hepatitis a,vomiting,abdominal_pain,mild_fever,loss_of_appetite,yellowish_skin,diarrhoea,,,,,,,,,,,
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,,,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,lethargy,excessive_hunger,restlessness,weight_loss,fatigue,obesity,irregular_sugar_level,,,,,,,,,
hepatitis c,fatigue,nausea,loss_of_appetite,family_history,yellowing_of_eyes,,,,,,,,,,,,
migraine,stiff_neck,acidity,depression,blurred_and_distorted_vision,visual_disturbances,,,,,,,,,,,,
alcoholic hepatitis,fluid_overload,history_of_alcohol_consumption,distention_of_abdomen,yellowish_skin,swelling_of_stomach,abdominal_pain,vomiting,,,,,,,,,,
cervical spondylosis,neck_pain,loss_of_balance,weakness_in_limbs,dizziness,,,,,,,,,,,,,
hyperthyroidism,weight_loss,muscle_weakness,mood_swings,,,,,,,,,,,,,,
arthritis,painful_walking,muscle_weakness,movement_stiffness,stiff_neck,,,,,,,,,,,,,
allergy, continuous_sneezing, shivering, watering_from_eyes,,,,,,,,,,,,,,
osteoarthristis,joint_pain,swelling_joints,knee_pain,painful_walking,hip_joint_pain,neck_pain,,,,,,,,,,,
hepatitis e,vomiting,yellowing_of_eyes,dark_urine,abdominal_pain,fatigue,nausea,high_fever,,,,,,,,,,
hepatitis b,malaise,receiving_blood_transfusion,yellowish_skin,yellow_urine,loss_of_appetite,lethargy,receiving_unsterile_injections,,,,,,,,,,
jaundice,dark_urine,itching,yellowish_skin,,,,,,,,,,,,,,
osteoarthristis,painful_walking,swelling_joints,joint_pain,knee_pain,hip_joint_pain,neck_pain,,,,,,,,,,,
gerd,chest_pain,ulcers_on_tongue,vomiting,,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest_pain,swollen_legs,,,,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,indigestion,internal_itching,abdominal_pain,passage_of_gases,pain_in_anal_region,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,receiving_blood_transfusion,fatigue,abdominal_pain,yellowish_skin,,,,,,,,,,,,
alcoholic hepatitis,distention_of_abdomen,vomiting,fluid_overload,swelling_of_stomach,history_of_alcohol_consumption,yellowish_skin,,,,,,,,,,,
varicose veins,bruising,swollen_blood_vessels,fatigue,prominent_veins_on_calf,swollen_legs,cramps,obesity,,,,,,,,,,
hepatitis b,malaise,yellowing_of_eyes,lethargy,yellow_urine,fatigue,dark_urine,receiving_unsterile_injections,abdominal_pain,,,,,,,,,
pneumonia,cough,chest_pain,fast_heart_rate,high_fever,phlegm,breathlessness,,,,,,,,,,,
peptic ulcer diseae,abdominal_pain,vomiting,indigestion,internal_itching,,,,,,,,,,,,,
hepatitis b,itching,fatigue,receiving_blood_transfusion,loss_of_appetite,malaise,abdominal_pain,,,,,,,,,,,
urinary tract infection,continuous_feel_of_urine,bladder_discomfort,foul_smell_of urine,,,,,,,,,,,,,,
varicose veins,swollen_legs,bruising,swollen_blood_vessels,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,headache,loss_of_balance,unsteadiness,vomiting,spinning_movements,,,,,,,,,,,
malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,,,,,,,,,,
peptic ulcer diseae,abdominal_pain,internal_itching,indigestion,passage_of_gases,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,unsteadiness,spinning_movements,nausea,vomiting,loss_of_balance,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
pneumonia,sweating,cough,rusty_sputum,malaise,fast_heart_rate,breathlessness,mild_fever,,,,,,,,,,
hepatitis d,yellowing_of_eyes,loss_of_appetite,yellowish_skin,vomiting,nausea,dark_urine,joint_pain,,,,,,,,,,
gerd,vomiting,stomach_pain,acidity,chest_pain,cough,ulcers_on_tongue,,,,,,,,,,,
hepatitis d,loss_of_appetite,yellowing_of_eyes,yellowish_skin,vomiting,abdominal_pain,nausea,fatigue,dark_urine,,,,,,,,,
psoriasis,skin_peeling,joint_pain,silver_like_dusting,skin_rash,inflammatory_nails,,,,,,,,,,,,
dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,
varicose veins,fatigue,prominent_veins_on_calf,swollen_legs,,,,,,,,,,,,,,
urinary tract infection,continuous_feel_of_urine,foul_smell_of urine,burning_micturition,,,,,,,,,,,,,,
jaundice,fatigue,itching,abdominal_pain,,,,,,,,,,,,,,
alcoholic hepatitis,fluid_overload,abdominal_pain,history_of_alcohol_consumption,distention_of_abdomen,yellowish_skin,,,,,,,,,,,,
jaundice,vomiting,abdominal_pain,yellowish_skin,itching,fatigue,high_fever,weight_loss,,,,,,,,,,
dengue,loss_of_appetite,nausea,vomiting,high_fever,chills,malaise,,,,,,,,,,,
hypothyroidism,swollen_extremeties,dizziness,puffy_face_and_eyes,brittle_nails,abnormal_menstruation,fatigue,weight_gain,depression,lethargy,,,,,,,,
tuberculosis,phlegm,sweating,malaise,weight_loss,yellowing_of_eyes,,,,,,,,,,,,
malaria,chills,muscle_pain,headache,vomiting,nausea,high_fever,sweating,diarrhoea,,,,,,,,,
hypertension,loss_of_balance,lack_of_concentration,chest_pain,lethargy,,,,,,,,,,,,,
common cold,continuous_sneezing,muscle_pain,congestion,phlegm,chills,redness_of_eyes,runny_nose,,,,,,,,,,
typhoid,diarrhoea,toxic_look_(typhos),fatigue,nausea,constipation,headache,vomiting,belly_pain,high_fever,abdominal_pain,,,,,,,
typhoid,high_fever,chills,headache,toxic_look_(typhos),nausea,fatigue,belly_pain,vomiting,diarrhoea,abdominal_pain,,,,,,,
